Store,Dept,Date,IsHoliday,Predicted_Weekly_Sales,PredictionSource,Predicted_Weekly_Sales_Raw,Operational_Forecast,Forecast_Adjusted
1,1,2013-07-26,False,16154.266212325634,RandomForest,16154.266212325634,16154.266212325634,False
1,2,2012-11-02,False,48562.81308172201,RandomForest,48562.81308172201,48562.81308172201,False
1,2,2012-11-09,False,46439.78756248153,RandomForest,46439.78756248153,46439.78756248153,False
1,2,2012-11-16,False,45539.068109155996,RandomForest,45539.068109155996,45539.068109155996,False
1,2,2012-11-23,True,46414.06254412105,RandomForest,46414.06254412105,46414.06254412105,False
1,2,2012-11-30,False,46482.88976239921,RandomForest,46482.88976239921,46482.88976239921,False
1,2,2012-12-07,False,50466.230371883765,RandomForest,50466.230371883765,50466.230371883765,False
1,2,2012-12-14,False,52429.19780436162,RandomForest,52429.19780436162,52429.19780436162,False
1,2,2012-12-21,False,65888.29087603513,RandomForest,65888.29087603513,65888.29087603513,False
1,2,2012-12-28,True,44632.431352733634,RandomForest,44632.431352733634,44632.431352733634,False
1,2,2013-01-04,False,44677.86504251659,RandomForest,44677.86504251659,44677.86504251659,False
1,2,2013-01-11,False,44747.94567828435,RandomForest,44747.94567828435,44747.94567828435,False
1,2,2013-01-18,False,43962.20598045507,RandomForest,43962.20598045507,43962.20598045507,False
1,2,2013-01-25,False,41692.017757615846,RandomForest,41692.017757615846,41692.017757615846,False
1,2,2013-02-01,False,57648.67449780172,RandomForest,57648.67449780172,57648.67449780172,False
1,2,2013-02-08,True,52033.59551390798,RandomForest,52033.59551390798,52033.59551390798,False
1,2,2013-02-15,False,47470.157250851255,RandomForest,47470.157250851255,47470.157250851255,False
1,2,2013-02-22,False,48509.73326507404,RandomForest,48509.73326507404,48509.73326507404,False
1,2,2013-03-01,False,53549.18768809016,RandomForest,53549.18768809016,53549.18768809016,False
1,2,2013-03-08,False,49014.620830548265,RandomForest,49014.620830548265,49014.620830548265,False
1,2,2013-03-15,False,46829.775692291754,RandomForest,46829.775692291754,46829.775692291754,False
1,2,2013-03-22,False,45949.28797632101,RandomForest,45949.28797632101,45949.28797632101,False
1,2,2013-03-29,False,46992.369373365545,RandomForest,46992.369373365545,46992.369373365545,False
1,2,2013-04-05,False,53301.276603068734,RandomForest,53301.276603068734,53301.276603068734,False
1,2,2013-04-12,False,44868.47814682953,RandomForest,44868.47814682953,44868.47814682953,False
1,2,2013-04-19,False,45742.89270423279,RandomForest,45742.89270423279,45742.89270423279,False
1,2,2013-04-26,False,45766.098431666825,RandomForest,45766.098431666825,45766.098431666825,False
1,2,2013-05-03,False,49569.075448731586,RandomForest,49569.075448731586,49569.075448731586,False
1,2,2013-05-10,False,47398.68712913776,RandomForest,47398.68712913776,47398.68712913776,False
1,2,2013-05-17,False,45668.81948451884,RandomForest,45668.81948451884,45668.81948451884,False
1,2,2013-05-24,False,46308.232468304726,RandomForest,46308.232468304726,46308.232468304726,False
1,2,2013-05-31,False,47712.10699298121,RandomForest,47712.10699298121,47712.10699298121,False
1,2,2013-06-07,False,50194.394125776365,RandomForest,50194.394125776365,50194.394125776365,False
1,2,2013-06-14,False,47326.25080544499,RandomForest,47326.25080544499,47326.25080544499,False
1,2,2013-06-21,False,46820.42806296576,RandomForest,46820.42806296576,46820.42806296576,False
1,2,2013-06-28,False,48598.90744891114,RandomForest,48598.90744891114,48598.90744891114,False
1,2,2013-07-05,False,51078.68883690049,RandomForest,51078.68883690049,51078.68883690049,False
1,2,2013-07-12,False,45321.00564787062,RandomForest,45321.00564787062,45321.00564787062,False
1,2,2013-07-19,False,44983.49983865206,RandomForest,44983.49983865206,44983.49983865206,False
1,2,2013-07-26,False,44251.752188925064,RandomForest,44251.752188925064,44251.752188925064,False
1,3,2012-11-02,False,9303.586714744566,RandomForest,9303.586714744566,9303.586714744566,False
1,3,2012-11-09,False,10368.80638094522,RandomForest,10368.80638094522,10368.80638094522,False
1,3,2012-11-16,False,10531.472637608364,RandomForest,10531.472637608364,10531.472637608364,False
1,3,2012-11-23,True,9382.665111797054,RandomForest,9382.665111797054,9382.665111797054,False
1,3,2012-11-30,False,10500.192128658924,RandomForest,10500.192128658924,10500.192128658924,False
1,3,2012-12-07,False,13496.914477370481,RandomForest,13496.914477370481,13496.914477370481,False
1,3,2012-12-14,False,13772.18115517537,RandomForest,13772.18115517537,13772.18115517537,False
1,3,2012-12-21,False,14233.34368412334,RandomForest,14233.34368412334,14233.34368412334,False
1,3,2012-12-28,True,10474.926859558009,RandomForest,10474.926859558009,10474.926859558009,False
1,3,2013-01-04,False,15140.861554794481,RandomForest,15140.861554794481,15140.861554794481,False
1,3,2013-01-11,False,14993.92463462808,RandomForest,14993.92463462808,14993.92463462808,False
1,3,2013-01-18,False,12079.741729967014,RandomForest,12079.741729967014,12079.741729967014,False
1,3,2013-01-25,False,10833.228695578016,RandomForest,10833.228695578016,10833.228695578016,False
1,3,2013-02-01,False,13389.5110222807,RandomForest,13389.5110222807,13389.5110222807,False
1,3,2013-02-08,True,13115.851505627348,RandomForest,13115.851505627348,13115.851505627348,False
1,3,2013-02-15,False,10577.884848511872,RandomForest,10577.884848511872,10577.884848511872,False
1,3,2013-02-22,False,10811.274762430252,RandomForest,10811.274762430252,10811.274762430252,False
1,3,2013-03-01,False,11986.23099942437,RandomForest,11986.23099942437,11986.23099942437,False
1,3,2013-03-08,False,12835.406870429006,RandomForest,12835.406870429006,12835.406870429006,False
1,3,2013-03-15,False,9205.161866179827,RandomForest,9205.161866179827,9205.161866179827,False
1,3,2013-03-22,False,8030.848500228375,RandomForest,8030.848500228375,8030.848500228375,False
1,3,2013-03-29,False,9102.410170972924,RandomForest,9102.410170972924,9102.410170972924,False
1,3,2013-04-05,False,9723.546346727693,RandomForest,9723.546346727693,9723.546346727693,False
1,3,2013-04-12,False,8049.137037685624,RandomForest,8049.137037685624,8049.137037685624,False
1,3,2013-04-19,False,9000.840270020784,RandomForest,9000.840270020784,9000.840270020784,False
1,3,2013-04-26,False,8979.683218378364,RandomForest,8979.683218378364,8979.683218378364,False
1,3,2013-05-03,False,10824.391660119538,RandomForest,10824.391660119538,10824.391660119538,False
1,3,2013-05-10,False,10626.479889390024,RandomForest,10626.479889390024,10626.479889390024,False
1,3,2013-05-17,False,8668.497299476443,RandomForest,8668.497299476443,8668.497299476443,False
1,3,2013-05-24,False,8423.902678048215,RandomForest,8423.902678048215,8423.902678048215,False
1,3,2013-05-31,False,7307.357516828167,RandomForest,7307.357516828167,7307.357516828167,False
1,3,2013-06-07,False,8713.940148769747,RandomForest,8713.940148769747,8713.940148769747,False
1,3,2013-06-14,False,8016.112778831914,RandomForest,8016.112778831914,8016.112778831914,False
1,3,2013-06-21,False,7630.158348534503,RandomForest,7630.158348534503,7630.158348534503,False
1,3,2013-06-28,False,7796.564644511627,RandomForest,7796.564644511627,7796.564644511627,False
1,3,2013-07-05,False,8537.59271830933,RandomForest,8537.59271830933,8537.59271830933,False
1,3,2013-07-12,False,13596.301947584516,RandomForest,13596.301947584516,13596.301947584516,False
1,3,2013-07-19,False,20713.951409827347,RandomForest,20713.951409827347,20713.951409827347,False
1,3,2013-07-26,False,22152.701681328337,RandomForest,22152.701681328337,22152.701681328337,False
1,4,2012-11-02,False,40695.274092607724,RandomForest,40695.274092607724,40695.274092607724,False
1,4,2012-11-09,False,38703.392406136256,RandomForest,38703.392406136256,38703.392406136256,False
1,4,2012-11-16,False,38876.39759654446,RandomForest,38876.39759654446,38876.39759654446,False
1,4,2012-11-23,True,47750.79787268431,RandomForest,47750.79787268431,47750.79787268431,False
1,4,2012-11-30,False,39033.59394582043,RandomForest,39033.59394582043,39033.59394582043,False
1,4,2012-12-07,False,39548.755437992324,RandomForest,39548.755437992324,39548.755437992324,False
1,4,2012-12-14,False,39228.45727421183,RandomForest,39228.45727421183,39228.45727421183,False
1,4,2012-12-21,False,48311.09875414363,RandomForest,48311.09875414363,48311.09875414363,False
1,4,2012-12-28,True,39227.650193478454,RandomForest,39227.650193478454,39227.650193478454,False
1,4,2013-01-04,False,41140.81927215897,RandomForest,41140.81927215897,41140.81927215897,False
1,4,2013-01-11,False,38346.39303704498,RandomForest,38346.39303704498,38346.39303704498,False
1,4,2013-01-18,False,34885.51395967221,RandomForest,34885.51395967221,34885.51395967221,False
1,4,2013-01-25,False,34845.29292996751,RandomForest,34845.29292996751,34845.29292996751,False
1,4,2013-02-01,False,41273.00778949696,RandomForest,41273.00778949696,41273.00778949696,False
1,4,2013-02-08,True,40193.81349829925,RandomForest,40193.81349829925,40193.81349829925,False
1,4,2013-02-15,False,37900.77371275154,RandomForest,37900.77371275154,37900.77371275154,False
1,4,2013-02-22,False,36768.27363019031,RandomForest,36768.27363019031,36768.27363019031,False
1,4,2013-03-01,False,39074.50165463018,RandomForest,39074.50165463018,39074.50165463018,False
1,4,2013-03-08,False,39737.67245356002,RandomForest,39737.67245356002,39737.67245356002,False
1,4,2013-03-15,False,38951.59484990148,RandomForest,38951.59484990148,38951.59484990148,False
1,4,2013-03-22,False,38422.34098538283,RandomForest,38422.34098538283,38422.34098538283,False
1,4,2013-03-29,False,38700.93535036926,RandomForest,38700.93535036926,38700.93535036926,False
1,4,2013-04-05,False,42701.13408562632,RandomForest,42701.13408562632,42701.13408562632,False
1,4,2013-04-12,False,38588.082459640646,RandomForest,38588.082459640646,38588.082459640646,False
1,4,2013-04-19,False,37398.376959498615,RandomForest,37398.376959498615,37398.376959498615,False
1,4,2013-04-26,False,37724.73243771833,RandomForest,37724.73243771833,37724.73243771833,False
1,4,2013-05-03,False,41216.36843652412,RandomForest,41216.36843652412,41216.36843652412,False
1,4,2013-05-10,False,36699.76876723246,RandomForest,36699.76876723246,36699.76876723246,False
1,4,2013-05-17,False,36261.34615922123,RandomForest,36261.34615922123,36261.34615922123,False
1,4,2013-05-24,False,38657.92237978576,RandomForest,38657.92237978576,38657.92237978576,False
1,4,2013-05-31,False,40764.67867507935,RandomForest,40764.67867507935,40764.67867507935,False
1,4,2013-06-07,False,41230.76429837009,RandomForest,41230.76429837009,41230.76429837009,False
1,4,2013-06-14,False,39857.37530892974,RandomForest,39857.37530892974,39857.37530892974,False
1,4,2013-06-21,False,38562.222643408946,RandomForest,38562.222643408946,38562.222643408946,False
1,4,2013-06-28,False,40211.28188702745,RandomForest,40211.28188702745,40211.28188702745,False
1,4,2013-07-05,False,44972.290644188884,RandomForest,44972.290644188884,44972.290644188884,False
1,4,2013-07-12,False,38658.65243628599,RandomForest,38658.65243628599,38658.65243628599,False
1,4,2013-07-19,False,38500.4923456319,RandomForest,38500.4923456319,38500.4923456319,False
1,4,2013-07-26,False,35793.67740666446,RandomForest,35793.67740666446,35793.67740666446,False
1,5,2012-11-02,False,32944.81144521264,RandomForest,32944.81144521264,32944.81144521264,False
1,5,2012-11-09,False,31383.045222333403,RandomForest,31383.045222333403,31383.045222333403,False
1,5,2012-11-16,False,28321.282438852173,RandomForest,28321.282438852173,28321.282438852173,False
1,5,2012-11-23,True,84235.85176954823,RandomForest,84235.85176954823,84235.85176954823,False
1,5,2012-11-30,False,32956.676068091954,RandomForest,32956.676068091954,32956.676068091954,False
1,5,2012-12-07,False,41629.84245567746,RandomForest,41629.84245567746,41629.84245567746,False
1,5,2012-12-14,False,42880.50980497798,RandomForest,42880.50980497798,42880.50980497798,False
1,5,2012-12-21,False,61053.0740112485,RandomForest,61053.0740112485,61053.0740112485,False
1,5,2012-12-28,True,36485.44366696749,RandomForest,36485.44366696749,36485.44366696749,False
1,5,2013-01-04,False,23954.075055944348,RandomForest,23954.075055944348,23954.075055944348,False
1,5,2013-01-11,False,20881.379950795264,RandomForest,20881.379950795264,20881.379950795264,False
1,5,2013-01-18,False,20496.48691960764,RandomForest,20496.48691960764,20496.48691960764,False
1,5,2013-01-25,False,21671.13459225055,RandomForest,21671.13459225055,21671.13459225055,False
1,5,2013-02-01,False,29252.23649274908,RandomForest,29252.23649274908,29252.23649274908,False
1,5,2013-02-08,True,38735.571287436454,RandomForest,38735.571287436454,38735.571287436454,False
1,5,2013-02-15,False,46767.44239195424,RandomForest,46767.44239195424,46767.44239195424,False
1,5,2013-02-22,False,31597.695733930046,RandomForest,31597.695733930046,31597.695733930046,False
1,5,2013-03-01,False,31077.869112957014,RandomForest,31077.869112957014,31077.869112957014,False
1,5,2013-03-08,False,26285.653692777567,RandomForest,26285.653692777567,26285.653692777567,False
1,5,2013-03-15,False,30420.63645944924,RandomForest,30420.63645944924,30420.63645944924,False
1,5,2013-03-22,False,26745.446165361165,RandomForest,26745.446165361165,26745.446165361165,False
1,5,2013-03-29,False,22915.954070924927,RandomForest,22915.954070924927,22915.954070924927,False
1,5,2013-04-05,False,29277.50786932185,RandomForest,29277.50786932185,29277.50786932185,False
1,5,2013-04-12,False,19360.224365644994,RandomForest,19360.224365644994,19360.224365644994,False
1,5,2013-04-19,False,17939.3080084213,RandomForest,17939.3080084213,17939.3080084213,False
1,5,2013-04-26,False,18143.207986973026,RandomForest,18143.207986973026,18143.207986973026,False
1,5,2013-05-03,False,19466.115593521303,RandomForest,19466.115593521303,19466.115593521303,False
1,5,2013-05-10,False,17627.893067482208,RandomForest,17627.893067482208,17627.893067482208,False
1,5,2013-05-17,False,18275.097889075583,RandomForest,18275.097889075583,18275.097889075583,False
1,5,2013-05-24,False,18967.003403399543,RandomForest,18967.003403399543,18967.003403399543,False
1,5,2013-05-31,False,17871.86201520283,RandomForest,17871.86201520283,17871.86201520283,False
1,5,2013-06-07,False,24430.241022219783,RandomForest,24430.241022219783,24430.241022219783,False
1,5,2013-06-14,False,21796.97321036819,RandomForest,21796.97321036819,21796.97321036819,False
1,5,2013-06-21,False,23980.51411043157,RandomForest,23980.51411043157,23980.51411043157,False
1,5,2013-06-28,False,20267.528403373275,RandomForest,20267.528403373275,20267.528403373275,False
1,5,2013-07-05,False,20071.944315461653,RandomForest,20071.944315461653,20071.944315461653,False
1,5,2013-07-12,False,18425.867944766564,RandomForest,18425.867944766564,18425.867944766564,False
1,5,2013-07-19,False,18164.95161421976,RandomForest,18164.95161421976,18164.95161421976,False
1,5,2013-07-26,False,13991.720365978621,RandomForest,13991.720365978621,13991.720365978621,False
1,6,2012-11-02,False,4624.673496737366,RandomForest,4624.673496737366,4624.673496737366,False
1,6,2012-11-09,False,3551.033763851077,RandomForest,3551.033763851077,3551.033763851077,False
1,6,2012-11-16,False,2598.4348507226805,RandomForest,2598.4348507226805,2598.4348507226805,False
1,6,2012-11-23,True,19243.560461448073,RandomForest,19243.560461448073,19243.560461448073,False
1,6,2012-11-30,False,4406.473662587993,RandomForest,4406.473662587993,4406.473662587993,False
1,6,2012-12-07,False,4821.028211819947,RandomForest,4821.028211819947,4821.028211819947,False
1,6,2012-12-14,False,7073.019572451252,RandomForest,7073.019572451252,7073.019572451252,False
1,6,2012-12-21,False,19695.26997430234,RandomForest,19695.26997430234,19695.26997430234,False
1,6,2012-12-28,True,7276.077602421945,RandomForest,7276.077602421945,7276.077602421945,False
1,6,2013-01-04,False,4294.22794015869,RandomForest,4294.22794015869,4294.22794015869,False
1,6,2013-01-11,False,2697.1085354410675,RandomForest,2697.1085354410675,2697.1085354410675,False
1,6,2013-01-18,False,2488.545224497688,RandomForest,2488.545224497688,2488.545224497688,False
1,6,2013-01-25,False,1768.180018851012,RandomForest,1768.180018851012,1768.180018851012,False
1,6,2013-02-01,False,3795.4529933382787,RandomForest,3795.4529933382787,3795.4529933382787,False
1,6,2013-02-08,True,5337.795028150026,RandomForest,5337.795028150026,5337.795028150026,False
1,6,2013-02-15,False,4232.207974706837,RandomForest,4232.207974706837,4232.207974706837,False
1,6,2013-02-22,False,3762.2629416949158,RandomForest,3762.2629416949158,3762.2629416949158,False
1,6,2013-03-01,False,4679.48316839478,RandomForest,4679.48316839478,4679.48316839478,False
1,6,2013-03-08,False,4009.055747083251,RandomForest,4009.055747083251,4009.055747083251,False
1,6,2013-03-15,False,3734.07631529271,RandomForest,3734.07631529271,3734.07631529271,False
1,6,2013-03-22,False,3018.989238474874,RandomForest,3018.989238474874,3018.989238474874,False
1,6,2013-03-29,False,4321.733567078869,RandomForest,4321.733567078869,4321.733567078869,False
1,6,2013-04-05,False,4270.237849631383,RandomForest,4270.237849631383,4270.237849631383,False
1,6,2013-04-12,False,4305.464213851872,RandomForest,4305.464213851872,4305.464213851872,False
1,6,2013-04-19,False,3100.515315425998,RandomForest,3100.515315425998,3100.515315425998,False
1,6,2013-04-26,False,3465.7336711557596,RandomForest,3465.7336711557596,3465.7336711557596,False
1,6,2013-05-03,False,4251.3805857300185,RandomForest,4251.3805857300185,4251.3805857300185,False
1,6,2013-05-10,False,3507.839150397298,RandomForest,3507.839150397298,3507.839150397298,False
1,6,2013-05-17,False,4435.889220890653,RandomForest,4435.889220890653,4435.889220890653,False
1,6,2013-05-24,False,4356.908311509827,RandomForest,4356.908311509827,4356.908311509827,False
1,6,2013-05-31,False,3292.73664633415,RandomForest,3292.73664633415,3292.73664633415,False
1,6,2013-06-07,False,4315.56935689367,RandomForest,4315.56935689367,4315.56935689367,False
1,6,2013-06-14,False,3915.600716077384,RandomForest,3915.600716077384,3915.600716077384,False
1,6,2013-06-21,False,4340.97095875836,RandomForest,4340.97095875836,4340.97095875836,False
1,6,2013-06-28,False,4271.687907977343,RandomForest,4271.687907977343,4271.687907977343,False
1,6,2013-07-05,False,2994.062876453361,RandomForest,2994.062876453361,2994.062876453361,False
1,6,2013-07-12,False,2936.2825662879513,RandomForest,2936.2825662879513,2936.2825662879513,False
1,6,2013-07-19,False,3500.313525839202,RandomForest,3500.313525839202,3500.313525839202,False
1,6,2013-07-26,False,2547.370899883491,RandomForest,2547.370899883491,2547.370899883491,False
1,7,2012-11-02,False,25085.02302229328,RandomForest,25085.02302229328,25085.02302229328,False
1,7,2012-11-09,False,26720.046423312222,RandomForest,26720.046423312222,26720.046423312222,False
1,7,2012-11-16,False,23047.558265211,RandomForest,23047.558265211,23047.558265211,False
1,7,2012-11-23,True,75972.13680831355,RandomForest,75972.13680831355,75972.13680831355,False
1,7,2012-11-30,False,34983.788319251806,RandomForest,34983.788319251806,34983.788319251806,False
1,7,2012-12-07,False,48087.25000599828,RandomForest,48087.25000599828,48087.25000599828,False
1,7,2012-12-14,False,70756.45093661179,RandomForest,70756.45093661179,70756.45093661179,False
1,7,2012-12-21,False,105093.033902305,RandomForest,105093.033902305,105093.033902305,False
1,7,2012-12-28,True,39560.60561457869,RandomForest,39560.60561457869,39560.60561457869,False
1,7,2013-01-04,False,14697.293172690288,RandomForest,14697.293172690288,14697.293172690288,False
1,7,2013-01-11,False,9721.740221118785,RandomForest,9721.740221118785,9721.740221118785,False
1,7,2013-01-18,False,10881.059125249121,RandomForest,10881.059125249121,10881.059125249121,False
1,7,2013-01-25,False,11688.984800675345,RandomForest,11688.984800675345,11688.984800675345,False
1,7,2013-02-01,False,17623.971887082167,RandomForest,17623.971887082167,17623.971887082167,False
1,7,2013-02-08,True,23326.958769775614,RandomForest,23326.958769775614,23326.958769775614,False
1,7,2013-02-15,False,17945.213702738933,RandomForest,17945.213702738933,17945.213702738933,False
1,7,2013-02-22,False,17294.154022342205,RandomForest,17294.154022342205,17294.154022342205,False
1,7,2013-03-01,False,17381.664941675615,RandomForest,17381.664941675615,17381.664941675615,False
1,7,2013-03-08,False,18024.102192166476,RandomForest,18024.102192166476,18024.102192166476,False
1,7,2013-03-15,False,21292.97146859074,RandomForest,21292.97146859074,21292.97146859074,False
1,7,2013-03-22,False,17098.290751488217,RandomForest,17098.290751488217,17098.290751488217,False
1,7,2013-03-29,False,19913.61311574419,RandomForest,19913.61311574419,19913.61311574419,False
1,7,2013-04-05,False,29142.28524394396,RandomForest,29142.28524394396,29142.28524394396,False
1,7,2013-04-12,False,22137.64336503741,RandomForest,22137.64336503741,22137.64336503741,False
1,7,2013-04-19,False,20099.932678194175,RandomForest,20099.932678194175,20099.932678194175,False
1,7,2013-04-26,False,19741.93990328208,RandomForest,19741.93990328208,19741.93990328208,False
1,7,2013-05-03,False,22482.28122612711,RandomForest,22482.28122612711,22482.28122612711,False
1,7,2013-05-10,False,23111.440884467327,RandomForest,23111.440884467327,23111.440884467327,False
1,7,2013-05-17,False,19906.537207641268,RandomForest,19906.537207641268,19906.537207641268,False
1,7,2013-05-24,False,29357.31516022628,RandomForest,29357.31516022628,29357.31516022628,False
1,7,2013-05-31,False,32220.934690372083,RandomForest,32220.934690372083,32220.934690372083,False
1,7,2013-06-07,False,30984.020766677204,RandomForest,30984.020766677204,30984.020766677204,False
1,7,2013-06-14,False,27683.504432276037,RandomForest,27683.504432276037,27683.504432276037,False
1,7,2013-06-21,False,25922.46522695809,RandomForest,25922.46522695809,25922.46522695809,False
1,7,2013-06-28,False,24620.780479949237,RandomForest,24620.780479949237,24620.780479949237,False
1,7,2013-07-05,False,28797.60247927262,RandomForest,28797.60247927262,28797.60247927262,False
1,7,2013-07-12,False,19000.985368650723,RandomForest,19000.985368650723,19000.985368650723,False
1,7,2013-07-19,False,17477.123967920186,RandomForest,17477.123967920186,17477.123967920186,False
1,7,2013-07-26,False,17855.747605884193,RandomForest,17855.747605884193,17855.747605884193,False
1,8,2012-11-02,False,38864.13560296274,RandomForest,38864.13560296274,38864.13560296274,False
1,8,2012-11-09,False,36254.316944619,RandomForest,36254.316944619,36254.316944619,False
1,8,2012-11-16,False,35515.65894004899,RandomForest,35515.65894004899,35515.65894004899,False
1,8,2012-11-23,True,35274.669990929586,RandomForest,35274.669990929586,35274.669990929586,False
1,8,2012-11-30,False,37197.41684234331,RandomForest,37197.41684234331,37197.41684234331,False
1,8,2012-12-07,False,39301.599749139496,RandomForest,39301.599749139496,39301.599749139496,False
1,8,2012-12-14,False,38452.77155636738,RandomForest,38452.77155636738,38452.77155636738,False
1,8,2012-12-21,False,40763.058149323624,RandomForest,40763.058149323624,40763.058149323624,False
1,8,2012-12-28,True,35149.92782894231,RandomForest,35149.92782894231,35149.92782894231,False
1,8,2013-01-04,False,37965.84767977427,RandomForest,37965.84767977427,37965.84767977427,False
1,8,2013-01-11,False,36164.67656280088,RandomForest,36164.67656280088,36164.67656280088,False
1,8,2013-01-18,False,36143.06212970316,RandomForest,36143.06212970316,36143.06212970316,False
1,8,2013-01-25,False,35571.6924331217,RandomForest,35571.6924331217,35571.6924331217,False
1,8,2013-02-01,False,40876.93319196926,RandomForest,40876.93319196926,40876.93319196926,False
1,8,2013-02-08,True,39227.962855952464,RandomForest,39227.962855952464,39227.962855952464,False
1,8,2013-02-15,False,38500.75463821279,RandomForest,38500.75463821279,38500.75463821279,False
1,8,2013-02-22,False,38613.641393178914,RandomForest,38613.641393178914,38613.641393178914,False
1,8,2013-03-01,False,40601.948728034746,RandomForest,40601.948728034746,40601.948728034746,False
1,8,2013-03-08,False,37807.89935683438,RandomForest,37807.89935683438,37807.89935683438,False
1,8,2013-03-15,False,37441.29573701305,RandomForest,37441.29573701305,37441.29573701305,False
1,8,2013-03-22,False,36280.960003153865,RandomForest,36280.960003153865,36280.960003153865,False
1,8,2013-03-29,False,38688.542138003555,RandomForest,38688.542138003555,38688.542138003555,False
1,8,2013-04-05,False,42520.725568369984,RandomForest,42520.725568369984,42520.725568369984,False
1,8,2013-04-12,False,38345.42850792173,RandomForest,38345.42850792173,38345.42850792173,False
1,8,2013-04-19,False,37806.92245690771,RandomForest,37806.92245690771,37806.92245690771,False
1,8,2013-04-26,False,38643.52201683215,RandomForest,38643.52201683215,38643.52201683215,False
1,8,2013-05-03,False,40805.40804178535,RandomForest,40805.40804178535,40805.40804178535,False
1,8,2013-05-10,False,37979.98672851713,RandomForest,37979.98672851713,37979.98672851713,False
1,8,2013-05-17,False,38673.75278868872,RandomForest,38673.75278868872,38673.75278868872,False
1,8,2013-05-24,False,39589.826134705094,RandomForest,39589.826134705094,39589.826134705094,False
1,8,2013-05-31,False,39973.37179119969,RandomForest,39973.37179119969,39973.37179119969,False
1,8,2013-06-07,False,40088.58007717363,RandomForest,40088.58007717363,40088.58007717363,False
1,8,2013-06-14,False,38863.49055787126,RandomForest,38863.49055787126,38863.49055787126,False
1,8,2013-06-21,False,38585.06140694968,RandomForest,38585.06140694968,38585.06140694968,False
