Store,Dept,Date,IsHoliday,Predicted_Weekly_Sales,PredictionSource
1,5,2013-05-31,False,17871.86201520283,RandomForest
1,5,2013-06-07,False,24430.241022219783,RandomForest
1,5,2013-06-14,False,21796.97321036819,RandomForest
1,5,2013-06-21,False,23980.51411043157,RandomForest
1,5,2013-06-28,False,20267.528403373275,RandomForest
1,5,2013-07-05,False,20071.944315461653,RandomForest
1,5,2013-07-12,False,18425.867944766564,RandomForest
1,5,2013-07-19,False,18164.95161421976,RandomForest
1,5,2013-07-26,False,13991.720365978621,RandomForest
1,6,2012-11-02,False,4624.673496737366,RandomForest
1,6,2012-11-09,False,3551.033763851077,RandomForest
1,6,2012-11-16,False,2598.4348507226805,RandomForest
1,6,2012-11-23,True,19243.560461448073,RandomForest
1,6,2012-11-30,False,4406.473662587993,RandomForest
1,6,2012-12-07,False,4821.028211819947,RandomForest
1,6,2012-12-14,False,7073.019572451252,RandomForest
1,6,2012-12-21,False,19695.26997430234,RandomForest
1,6,2012-12-28,True,7276.077602421945,RandomForest
1,6,2013-01-04,False,4294.22794015869,RandomForest
1,6,2013-01-11,False,2697.1085354410675,RandomForest
1,6,2013-01-18,False,2488.545224497688,RandomForest
1,6,2013-01-25,False,1768.180018851012,RandomForest
1,6,2013-02-01,False,3795.4529933382787,RandomForest
1,6,2013-02-08,True,5337.795028150026,RandomForest
1,6,2013-02-15,False,4232.207974706837,RandomForest
1,6,2013-02-22,False,3762.2629416949158,RandomForest
1,6,2013-03-01,False,4679.48316839478,RandomForest
1,6,2013-03-08,False,4009.055747083251,RandomForest
1,6,2013-03-15,False,3734.07631529271,RandomForest
1,6,2013-03-22,False,3018.989238474874,RandomForest
1,6,2013-03-29,False,4321.733567078869,RandomForest
1,6,2013-04-05,False,4270.237849631383,RandomForest
1,6,2013-04-12,False,4305.464213851872,RandomForest
1,6,2013-04-19,False,3100.515315425998,RandomForest
1,6,2013-04-26,False,3465.7336711557596,RandomForest
1,6,2013-05-03,False,4251.3805857300185,RandomForest
1,6,2013-05-10,False,3507.839150397298,RandomForest
1,6,2013-05-17,False,4435.889220890653,RandomForest
1,6,2013-05-24,False,4356.908311509827,RandomForest
1,6,2013-05-31,False,3292.73664633415,RandomForest
1,6,2013-06-07,False,4315.56935689367,RandomForest
1,6,2013-06-14,False,3915.600716077384,RandomForest
1,6,2013-06-21,False,4340.97095875836,RandomForest
1,6,2013-06-28,False,4271.687907977343,RandomForest
1,6,2013-07-05,False,2994.062876453361,RandomForest
1,6,2013-07-12,False,2936.2825662879513,RandomForest
1,6,2013-07-19,False,3500.313525839202,RandomForest
1,6,2013-07-26,False,2547.370899883491,RandomForest
1,7,2012-11-02,False,25085.02302229328,RandomForest
1,7,2012-11-09,False,26720.046423312222,RandomForest
1,7,2012-11-16,False,23047.558265211,RandomForest
1,7,2012-11-23,True,75972.13680831355,RandomForest
1,7,2012-11-30,False,34983.788319251806,RandomForest
1,7,2012-12-07,False,48087.25000599828,RandomForest
1,7,2012-12-14,False,70756.45093661179,RandomForest
1,7,2012-12-21,False,105093.033902305,RandomForest
1,7,2012-12-28,True,39560.60561457869,RandomForest
1,7,2013-01-04,False,14697.293172690288,RandomForest
1,7,2013-01-11,False,9721.740221118785,RandomForest
1,7,2013-01-18,False,10881.059125249121,RandomForest
1,7,2013-01-25,False,11688.984800675345,RandomForest
1,7,2013-02-01,False,17623.971887082167,RandomForest
1,7,2013-02-08,True,23326.958769775614,RandomForest
1,7,2013-02-15,False,17945.213702738933,RandomForest
1,7,2013-02-22,False,17294.154022342205,RandomForest
1,7,2013-03-01,False,17381.664941675615,RandomForest
1,7,2013-03-08,False,18024.102192166476,RandomForest
1,7,2013-03-15,False,21292.97146859074,RandomForest
1,7,2013-03-22,False,17098.290751488217,RandomForest
1,7,2013-03-29,False,19913.61311574419,RandomForest
1,7,2013-04-05,False,29142.28524394396,RandomForest
1,7,2013-04-12,False,22137.64336503741,RandomForest
1,7,2013-04-19,False,20099.932678194175,RandomForest
1,7,2013-04-26,False,19741.93990328208,RandomForest
1,7,2013-05-03,False,22482.28122612711,RandomForest
1,7,2013-05-10,False,23111.440884467327,RandomForest
1,7,2013-05-17,False,19906.537207641268,RandomForest
1,7,2013-05-24,False,29357.31516022628,RandomForest
1,7,2013-05-31,False,32220.934690372083,RandomForest
1,7,2013-06-07,False,30984.020766677204,RandomForest
1,7,2013-06-14,False,27683.504432276037,RandomForest
1,7,2013-06-21,False,25922.46522695809,RandomForest
1,7,2013-06-28,False,24620.780479949237,RandomForest
1,7,2013-07-05,False,28797.60247927262,RandomForest
1,7,2013-07-12,False,19000.985368650723,RandomForest
1,7,2013-07-19,False,17477.123967920186,RandomForest
1,7,2013-07-26,False,17855.747605884193,RandomForest
1,8,2012-11-02,False,38864.13560296274,RandomForest
1,8,2012-11-09,False,36254.316944619,RandomForest
1,8,2012-11-16,False,35515.65894004899,RandomForest
1,8,2012-11-23,True,35274.669990929586,RandomForest
1,8,2012-11-30,False,37197.41684234331,RandomForest
1,8,2012-12-07,False,39301.599749139496,RandomForest
1,8,2012-12-14,False,38452.77155636738,RandomForest
1,8,2012-12-21,False,40763.058149323624,RandomForest
1,8,2012-12-28,True,35149.92782894231,RandomForest
1,8,2013-01-04,False,37965.84767977427,RandomForest
1,8,2013-01-11,False,36164.67656280088,RandomForest
1,8,2013-01-18,False,36143.06212970316,RandomForest
1,8,2013-01-25,False,35571.6924331217,RandomForest
1,8,2013-02-01,False,40876.93319196926,RandomForest
1,8,2013-02-08,True,39227.962855952464,RandomForest
1,8,2013-02-15,False,38500.75463821279,RandomForest
1,8,2013-02-22,False,38613.641393178914,RandomForest
1,8,2013-03-01,False,40601.948728034746,RandomForest
1,8,2013-03-08,False,37807.89935683438,RandomForest
1,8,2013-03-15,False,37441.29573701305,RandomForest
1,8,2013-03-22,False,36280.960003153865,RandomForest
1,8,2013-03-29,False,38688.542138003555,RandomForest
1,8,2013-04-05,False,42520.725568369984,RandomForest
1,8,2013-04-12,False,38345.42850792173,RandomForest
1,8,2013-04-19,False,37806.92245690771,RandomForest
1,8,2013-04-26,False,38643.52201683215,RandomForest
1,8,2013-05-03,False,40805.40804178535,RandomForest
1,8,2013-05-10,False,37979.98672851713,RandomForest
1,8,2013-05-17,False,38673.75278868872,RandomForest
1,8,2013-05-24,False,39589.826134705094,RandomForest
1,8,2013-05-31,False,39973.37179119969,RandomForest
1,8,2013-06-07,False,40088.58007717363,RandomForest
1,8,2013-06-14,False,38863.49055787126,RandomForest
1,8,2013-06-21,False,38585.06140694968,RandomForest
1,8,2013-06-28,False,38319.005719017616,RandomForest
1,8,2013-07-05,False,41869.8466026448,RandomForest
1,8,2013-07-12,False,37653.39022838042,RandomForest
1,8,2013-07-19,False,38236.2279607183,RandomForest
1,8,2013-07-26,False,37352.34681051039,RandomForest
1,9,2012-11-02,False,51681.74404911633,RandomForest
1,9,2012-11-09,False,39252.69728046438,RandomForest
1,9,2012-11-16,False,30257.871920917547,RandomForest
1,9,2012-11-23,True,43998.41867022931,RandomForest
1,9,2012-11-30,False,23299.692209884804,RandomForest
1,9,2012-12-07,False,29399.337232829403,RandomForest
1,9,2012-12-14,False,33906.92413429436,RandomForest
1,9,2012-12-21,False,45743.52114178666,RandomForest
1,9,2012-12-28,True,29316.4290657238,RandomForest
1,9,2013-01-04,False,21485.793585311094,RandomForest
1,9,2013-01-11,False,16451.63773664089,RandomForest
1,9,2013-01-18,False,14270.097941576678,RandomForest
1,9,2013-01-25,False,15276.430229889036,RandomForest
1,9,2013-02-01,False,21442.87655978169,RandomForest
1,9,2013-02-08,True,22686.363465393413,RandomForest
1,9,2013-02-15,False,25195.371218996832,RandomForest
1,9,2013-02-22,False,26567.002078617817,RandomForest
1,9,2013-03-01,False,31528.900167163527,RandomForest
1,9,2013-03-08,False,29907.548543115267,RandomForest
1,9,2013-03-15,False,38680.9459448134,RandomForest
1,9,2013-03-22,False,35848.548230697896,RandomForest
1,9,2013-03-29,False,50065.17853812924,RandomForest
1,9,2013-04-05,False,41542.78728946802,RandomForest
1,9,2013-04-12,False,34744.18651738933,RandomForest
1,9,2013-04-19,False,29071.87252742923,RandomForest
1,9,2013-04-26,False,31217.74819886887,RandomForest
1,9,2013-05-03,False,32334.718815558044,RandomForest
1,9,2013-05-10,False,29302.709917490567,RandomForest
1,9,2013-05-17,False,26732.441505458555,RandomForest
1,9,2013-05-24,False,29842.0731720431,RandomForest
1,9,2013-05-31,False,35986.43997158325,RandomForest
1,9,2013-06-07,False,30910.872312363357,RandomForest
1,9,2013-06-14,False,30734.428052526888,RandomForest
1,9,2013-06-21,False,29419.847879828416,RandomForest
1,9,2013-06-28,False,25782.338456484562,RandomForest
1,9,2013-07-05,False,33526.549856833284,RandomForest
1,9,2013-07-12,False,22521.359199438753,RandomForest
1,9,2013-07-19,False,22633.12097750929,RandomForest
1,9,2013-07-26,False,22383.156034424996,RandomForest
1,10,2012-11-02,False,32651.414151866848,RandomForest
1,10,2012-11-09,False,34461.20730652731,RandomForest
1,10,2012-11-16,False,29077.19968566116,RandomForest
1,10,2012-11-23,True,32158.002116488296,RandomForest
1,10,2012-11-30,False,33396.74407173568,RandomForest
1,10,2012-12-07,False,33951.89426104074,RandomForest
1,10,2012-12-14,False,31814.784883057244,RandomForest
1,10,2012-12-21,False,31467.34316870485,RandomForest
1,10,2012-12-28,True,26873.758002521954,RandomForest
1,10,2013-01-04,False,31204.13580864964,RandomForest
1,10,2013-01-11,False,25783.636110992957,RandomForest
1,10,2013-01-18,False,26149.9235937645,RandomForest
1,10,2013-01-25,False,24101.099334363076,RandomForest
1,10,2013-02-01,False,35670.400918515676,RandomForest
1,10,2013-02-08,True,39031.730666958574,RandomForest
1,10,2013-02-15,False,41119.06121427506,RandomForest
1,10,2013-02-22,False,38889.46613081414,RandomForest
1,10,2013-03-01,False,39653.76878526055,RandomForest
1,10,2013-03-08,False,36114.528057623866,RandomForest
1,10,2013-03-15,False,35207.71077986409,RandomForest
1,10,2013-03-22,False,35382.448310862805,RandomForest
1,10,2013-03-29,False,43906.91168015567,RandomForest
1,10,2013-04-05,False,37939.10913238751,RandomForest
1,10,2013-04-12,False,30991.25283879295,RandomForest
1,10,2013-04-19,False,31580.372653449176,RandomForest
1,10,2013-04-26,False,30608.493472730363,RandomForest
1,10,2013-05-03,False,36473.34479177247,RandomForest
1,10,2013-05-10,False,33491.56454182033,RandomForest
1,10,2013-05-17,False,30949.745793605867,RandomForest
1,10,2013-05-24,False,35776.48700964871,RandomForest
1,10,2013-05-31,False,37512.33809455751,RandomForest
1,10,2013-06-07,False,37302.09081216413,RandomForest
1,10,2013-06-14,False,33539.281507821644,RandomForest
1,10,2013-06-21,False,34045.39404286092,RandomForest
1,10,2013-06-28,False,34005.83298339265,RandomForest
1,10,2013-07-05,False,39765.18765614048,RandomForest
1,10,2013-07-12,False,32092.713766076708,RandomForest
1,10,2013-07-19,False,29237.56810354693,RandomForest
1,10,2013-07-26,False,31140.921276428355,RandomForest
1,11,2012-11-02,False,28544.265407880812,RandomForest
1,11,2012-11-09,False,24265.699340367122,RandomForest
1,11,2012-11-16,False,22338.325853296294,RandomForest
1,11,2012-11-23,True,28685.913059058264,RandomForest
1,11,2012-11-30,False,32935.284572975565,RandomForest
1,11,2012-12-07,False,37791.813412921256,RandomForest
1,11,2012-12-14,False,28582.643875445992,RandomForest
1,11,2012-12-21,False,31505.540382750754,RandomForest
1,11,2012-12-28,True,25779.749818010725,RandomForest
1,11,2013-01-04,False,25500.62066534423,RandomForest
1,11,2013-01-11,False,25554.02525606098,RandomForest
1,11,2013-01-18,False,21062.251482731066,RandomForest
1,11,2013-01-25,False,18441.57880905829,RandomForest
1,11,2013-02-01,False,23431.75146903667,RandomForest
1,11,2013-02-08,True,26407.27232433117,RandomForest
1,11,2013-02-15,False,26844.234048211903,RandomForest
1,11,2013-02-22,False,23758.580690213195,RandomForest
1,11,2013-03-01,False,23828.600407680235,RandomForest
1,11,2013-03-08,False,23793.883780101616,RandomForest
1,11,2013-03-15,False,25634.726551744916,RandomForest
1,11,2013-03-22,False,25459.51486173378,RandomForest
1,11,2013-03-29,False,26238.810829037662,RandomForest
1,11,2013-04-05,False,29513.21862826563,RandomForest
1,11,2013-04-12,False,22816.488458580287,RandomForest
1,11,2013-04-19,False,22613.905850943243,RandomForest
1,11,2013-04-26,False,21227.68459951966,RandomForest
1,11,2013-05-03,False,31092.514142581607,RandomForest
1,11,2013-05-10,False,29206.62445305459,RandomForest
1,11,2013-05-17,False,23810.13966323234,RandomForest
1,11,2013-05-24,False,27898.32927079901,RandomForest
1,11,2013-05-31,False,32347.153212325953,RandomForest
1,11,2013-06-07,False,35648.79943860503,RandomForest
1,11,2013-06-14,False,28822.705925181046,RandomForest
1,11,2013-06-21,False,27298.613908579537,RandomForest
1,11,2013-06-28,False,43769.38284652119,RandomForest
1,11,2013-07-05,False,35787.45942707394,RandomForest
1,11,2013-07-12,False,26545.888930096007,RandomForest
1,11,2013-07-19,False,26497.22616464527,RandomForest
1,11,2013-07-26,False,32798.771758381874,RandomForest
1,12,2012-11-02,False,10195.443547823039,RandomForest
1,12,2012-11-09,False,10420.519406798596,RandomForest
1,12,2012-11-16,False,10233.522525870749,RandomForest
1,12,2012-11-23,True,7746.435419581767,RandomForest
1,12,2012-11-30,False,7765.62208122203,RandomForest
1,12,2012-12-07,False,8171.383204227127,RandomForest
1,12,2012-12-14,False,7859.972409566776,RandomForest
1,12,2012-12-21,False,8575.297758759492,RandomForest
1,12,2012-12-28,True,9175.892591926382,RandomForest
1,12,2013-01-04,False,8375.125120497954,RandomForest
1,12,2013-01-11,False,8385.80233489346,RandomForest
1,12,2013-01-18,False,9478.910587193554,RandomForest
1,12,2013-01-25,False,8396.990679797997,RandomForest
1,12,2013-02-01,False,10044.46538395519,RandomForest
1,12,2013-02-08,True,9971.130472627545,RandomForest
1,12,2013-02-15,False,9524.659675710567,RandomForest
1,12,2013-02-22,False,11810.779200043653,RandomForest
1,12,2013-03-01,False,12711.893634307122,RandomForest
1,12,2013-03-08,False,12871.792690054273,RandomForest
1,12,2013-03-15,False,12824.007322368268,RandomForest
1,12,2013-03-22,False,12079.351660472574,RandomForest
1,12,2013-03-29,False,12796.898513275524,RandomForest
1,12,2013-04-05,False,11211.878902676346,RandomForest
1,12,2013-04-12,False,10861.471638697263,RandomForest
1,12,2013-04-19,False,12421.380843180676,RandomForest
1,12,2013-04-26,False,12345.921347826305,RandomForest
1,12,2013-05-03,False,12305.15701384977,RandomForest
1,12,2013-05-10,False,11609.319414150428,RandomForest
1,12,2013-05-17,False,10356.990298259945,RandomForest
1,12,2013-05-24,False,12867.217624268784,RandomForest
1,12,2013-05-31,False,11416.934269296036,RandomForest
1,12,2013-06-07,False,10988.48230334261,RandomForest
1,12,2013-06-14,False,11212.160359556294,RandomForest
1,12,2013-06-21,False,9875.137585863657,RandomForest
1,12,2013-06-28,False,11843.040458781386,RandomForest
1,12,2013-07-05,False,14027.215790488763,RandomForest
1,12,2013-07-12,False,9389.093042450862,RandomForest
1,12,2013-07-19,False,12783.527827078964,RandomForest
1,12,2013-07-26,False,11193.64244503124,RandomForest
1,13,2012-11-02,False,43099.06059520831,RandomForest
1,13,2012-11-09,False,38883.89539790191,RandomForest
1,13,2012-11-16,False,38288.96096293614,RandomForest
1,13,2012-11-23,True,40239.06500861904,RandomForest
1,13,2012-11-30,False,38671.40979941614,RandomForest
1,13,2012-12-07,False,38045.6046708403,RandomForest
1,13,2012-12-14,False,34624.70451681608,RandomForest
1,13,2012-12-21,False,38314.10213301974,RandomForest
1,13,2012-12-28,True,35544.080718678335,RandomForest
1,13,2013-01-04,False,41603.70433854442,RandomForest
1,13,2013-01-11,False,39433.93192953164,RandomForest
1,13,2013-01-18,False,38147.41137426354,RandomForest
1,13,2013-01-25,False,35117.81129966391,RandomForest
1,13,2013-02-01,False,44431.63541014111,RandomForest
1,13,2013-02-08,True,44180.9954868358,RandomForest
1,13,2013-02-15,False,39448.7090577301,RandomForest
1,13,2013-02-22,False,40793.16254938681,RandomForest
1,13,2013-03-01,False,44462.129571709884,RandomForest
1,13,2013-03-08,False,40270.75496651251,RandomForest
1,13,2013-03-15,False,38926.919659233965,RandomForest
1,13,2013-03-22,False,39630.3176366512,RandomForest
1,13,2013-03-29,False,39199.45807779677,RandomForest
1,13,2013-04-05,False,45076.33857407753,RandomForest
1,13,2013-04-12,False,39838.03684437346,RandomForest
1,13,2013-04-19,False,39790.9149669741,RandomForest
1,13,2013-04-26,False,39609.567979590385,RandomForest
1,13,2013-05-03,False,43216.63128094843,RandomForest
1,13,2013-05-10,False,38737.619775470055,RandomForest
1,13,2013-05-17,False,38649.70044498352,RandomForest
1,13,2013-05-24,False,38602.12434047084,RandomForest
1,13,2013-05-31,False,40853.40307634829,RandomForest
1,13,2013-06-07,False,42557.17969377515,RandomForest
1,13,2013-06-14,False,39815.41439009975,RandomForest
1,13,2013-06-21,False,39933.17145353392,RandomForest
1,13,2013-06-28,False,40154.3112503822,RandomForest
1,13,2013-07-05,False,44088.21906242486,RandomForest
1,13,2013-07-12,False,40000.146926834175,RandomForest
1,13,2013-07-19,False,39809.53887035071,RandomForest
1,13,2013-07-26,False,37644.296778892254,RandomForest
1,14,2012-11-02,False,14356.635038215161,RandomForest
1,14,2012-11-09,False,15316.23895854438,RandomForest
1,14,2012-11-16,False,18819.561862779316,RandomForest
1,14,2012-11-23,True,41294.238854630414,RandomForest
1,14,2012-11-30,False,18935.06970109151,RandomForest
1,14,2012-12-07,False,25626.715636502206,RandomForest
1,14,2012-12-14,False,29636.79075607525,RandomForest
1,14,2012-12-21,False,46462.19310121213,RandomForest
